ts_utc,btc_price,bull_score,phase_label,ret_7d,ret_30d,ema20,ema50,ema200,ema20_gt_ema50,ema50_gt_ema200,price_gt_ema200,fr_current,fr_state,cb_premium,cb_state,oi_change_24h,vol_ratio,drawdown_90d
2026-07-16T01:08:04.943729+00:00,64640.1,-7,強弱気,0.045849694934011476,-0.01588077316574099,63383.70270424388,65195.02400117057,73706.84598508483,False,False,False,0.002426,hot,-0.0007566510571610536,cold,-0.028152492370796423,1.4620481163896049,-0.21330730500968142
2026-07-16T09:02:35.353867+00:00,64120.7,-5,強弱気,0.021557300263193024,-0.023788426873233903,63334.23603757721,65174.655373719586,73701.67782588085,False,False,False,0.007584,hot,-0.0003540198407066219,neutral,-0.048669114806762614,1.150069171421123,-0.21962858523322648
2026-07-16T11:11:43.920465+00:00,64148.2,-7,強弱気,0.024186814362327835,-0.023369750560265024,63336.855085196265,65175.73380509214,73701.95145772165,False,False,False,0.007584,hot,-0.000732054835521482,cold,-0.04789877872386561,1.141470670875698,-0.2192939005852722
2026-07-16T19:05:51.510373+00:00,64303.2,-7,強弱気,0.015867599385770204,-0.021009938614440227,63351.616989958166,65181.812236464684,73703.49374627887,False,False,False,0.006102,hot,-0.0008744510382064334,cold,-0.03396032637618285,0.6347431350760543,-0.21740749620589306
2026-07-16T20:11:08.552627+00:00,64211.7,-7,強弱気,0.014806842534468512,-0.022402988892136766,63342.90270424388,65178.224001170565,73702.58329851767,False,False,False,0.006102,hot,-0.0008785003356085607,cold,-0.035060010028992616,0.7215394206734265,-0.2185210833072685
2026-07-17T01:02:59.411674+00:00,63941.4,-7,強弱気,-0.00036738898989918667,-0.00823608241666196,63352.67871020587,65141.14169890603,73546.84060802025,False,False,False,0.007639,hot,-0.0005653614090401751,cold,-0.029078660874751416,1.4366490157792884,-0.2218107291378888
2026-07-17T12:07:18.965226+00:00,63275.0,-7,強弱気,-0.019126072721861287,-0.018572288297007744,63289.212043539206,65115.0083655727,73540.20976224911,False,False,False,0.00152,hot,-0.0007729751086527617,cold,-0.013273583998587357,1.5622669994060936,-0.22992105093413517
2026-07-17T14:02:03.205692+00:00,63226.5,-7,強弱気,-0.012420788576373298,-0.01932454817875562,63284.59299592016,65113.106404788385,73539.72717518444,False,False,False,0.00152,hot,-0.0012994551335279274,cold,-0.01726691269699976,1.6776015061338212,-0.23051131294961835
2026-07-17T18:03:52.279459+00:00,64045.3,-5,強弱気,0.0019085372626257424,-0.006624540113288724,63362.57394830111,65145.21620870996,73547.87443886603,False,False,False,0.006045,hot,-0.0003620874599697765,neutral,-0.006924841786733693,1.6884214352000868,-0.2205462296861631
2026-07-18T01:05:20.205097+00:00,63900.9,-7,強弱気,-0.004114398993842472,0.014678491183219178,63390.56139435755,65116.47557656631,73391.53982038025,False,False,False,0.003074,hot,-0.0005510094537009515,cold,-0.006003588075021438,0.8652107712910742,-0.22230362834669426
2026-07-18T04:13:34.089625+00:00,63998.7,-7,強弱気,-0.0027922384496844588,0.016231451414416398,63399.87568007183,65120.310870683956,73392.5129547086,False,False,False,0.003074,hot,-0.0007562653616400674,cold,-0.00662823316458927,0.8417408536627401,-0.22111336803506032
2026-07-18T11:00:47.829579+00:00,64012.0,-7,強弱気,-0.0029764917893372322,0.016442641302708116,63401.1423467385,65120.83243931141,73392.64529301706,False,False,False,0.006955,hot,-0.0007486096356932803,cold,-0.0029228872658529914,0.6206801623431982,-0.22095150236895877
2026-07-18T12:03:52.714216+00:00,64137.2,-7,強弱気,-0.0017338899213368286,0.018430684461664182,63413.06615626231,65125.74224323298,73393.89106416133,False,False,False,0.006955,hot,-0.001066307852541106,cold,0.009953261063412766,0.6054477363889691,-0.21942777444445394
2026-07-18T19:00:26.740871+00:00,64525.7,-7,強弱気,0.0019409726912906766,0.024599652251236614,63450.06615626231,65140.97753735062,73397.75673580312,False,False,False,0.003326,hot,-0.000745284437053709,cold,0.020520377509752663,0.28289171410264285,-0.21469959314517162
2026-07-18T20:07:29.390594+00:00,64545.5,-7,強弱気,0.0028728756413085588,0.024914055242828637,63451.95187054802,65141.75400793886,73397.9537507285,False,False,False,0.003326,hot,-0.0007176332974413353,cold,0.021378761765887155,0.2509857665403683,-0.21445862019864437
2026-07-18T21:05:32.115927+00:00,64700.6,-7,強弱気,0.00811156123402923,0.02737687867696681,63466.723299119454,65147.836360880035,73399.4970343106,False,False,False,0.003326,hot,-0.0005800564446079145,cold,0.02174536646926728,0.22707397610645072,-0.21257099878418195
2026-07-18T22:06:38.523440+00:00,64799.9,-7,強弱気,0.015203001746841194,0.02895365731661803,63476.1804419766,65151.7304785271,73400.48509401208,False,False,False,0.003326,hot,-0.0008899705092137218,cold,0.022619548493069574,0.23644446480935347,-0.21136248294629578
2026-07-18T23:09:50.915393+00:00,64757.0,-7,強弱気,0.014268709081226794,0.028272450834835317,63472.094727690885,65150.04812558592,73400.05822834044,False,False,False,0.003326,hot,-0.0008379016940253878,cold,0.02193954431454137,0.2568846970477678,-0.21188459099710466
